city,theatre_name,average_ticket_price,total_seats,no_screens,type,theatre_chain,lat,lon,calculated_seats,calculated_ticket_prices,calculated_screens,average_2,source_of_information,notes
Mumbai,"PVR: Dynamix, Juhu",277.4550265,1279,5,Multiplex,PVR,19.11482,72.82753,1452,150,5,270,"BookMyShow, MediaAnt",
Mumbai,"PVR: Growel, Kandivali (E)",228.452381,482,4,Multiplex,PVR,19.20261,72.86005,874,99.16666667,4,224.1333333,BookMyShow,
Mumbai,"PVR: Market City, Kurla (4DX)",398.2142857,288,2,Multiplex,PVR,19.08571,72.88842,288,241.25,2,398.2142857,BookMyShow,
Mumbai,"PVR: Market City, Kurla (Gold)",530,137,2,Multiplex,PVR,19.08571,72.88842,137,355,2,536.8181818,BookMyShow,
Mumbai,"PVR: Market City, Kurla (Premiere)",243.723545,910,5,Multiplex,PVR,19.08571,72.88842,1133,94.5,5,240.4032258,BookMyShow,
Mumbai,"PVR: Milap, Kandivali (W)",197.5,325,2,Multiplex,PVR,19.19617,72.84706,325,107.5,2,204.375,BookMyShow,
Mumbai,"PVR: Nirmal Lifestyle, Mulund (W)",172.7777778,1815,6,Multiplex,PVR,19.16732,72.93695,1784,120,6,168.2352941,"BookMyShow, MediaAnt",
Mumbai,"PVR: Oberoi Mall, Goregaon (E)",264.9142857,1782,6,Multiplex,PVR,19.17399,72.86125,1210,152.5,4,266.1111111,"BookMyShow, MediaAnt",
Mumbai,"PVR: Phoenix, Kotak IMAX, Lower Parel",267.3333333,444,1,Single Screen,PVR,18.9952,72.82407,444,150,1,267.3333333,BookMyShow,
Mumbai,"PVR: Phoenix, Lower Parel",337.8737374,1760,7,Multiplex,PVR,18.9952,72.82407,1472,210,6,349.6190476,BookMyShow,
Mumbai,PVR: Sion,172.8125,730,3,Multiplex,PVR,19.04175,72.86422,841,98.33333333,3,169.047619,"BookMyShow, MediaAnt",
Mumbai,"PVR: Sona Shopping Centre, Kandivali (W)",125.4166667,287,1,Single Screen,PVR,19.20243,72.8511,287,90,1,124,BookMyShow,
Mumbai,Regal Cinema: Colaba,166,1178,1,Single Screen,,18.92472,72.83243,1178,166,1,166,BookMyShow,
Mumbai,"RNA Play Cinema: Kalanagar, Bandra (E)",280,195,1,Single Screen,,19.06131,72.85097,195,200,1,283,BookMyShow,
Mumbai,Roxy Cinema: Charni Road,175.3333333,343,1,Single Screen,,18.95486,72.81667,343,70,1,170,BookMyShow,
Mumbai,"Royal Talkies, Falkland Road",,708,1,Single Screen,,18.9614956,72.8238455,,,,,MediaAnt,
Mumbai,Sangeeta Cineplex: Malad,128.45,178,1,Single Screen,,19.18976,72.85168,178,99,1,131.7272727,BookMyShow,
Mumbai,"Shalimar Cinema, Bharat Nagar",,704,1,Single Screen,,18.9616462,72.8210111,,,,,MediaAnt,
Mumbai,"Sharad Talkies, Chembur",,400,1,Single Screen,,19.0506621,72.9104431,,,,,MediaAnt,
Mumbai,Sharada Cinema: Dadar (E),55,1104,1,Single Screen,,19.01385,72.84666,1060,55,1,55,"BookMyShow, MediaAnt",
Mumbai,"Sheetal Cinema, Kurla North",,993,1,Single Screen,,19.0825802,72.8822279,,,,,MediaAnt,
Mumbai,"Shri Krishna Cinema, Bhandup Ind. Estate",,766,1,Single Screen,,19.151394,72.936919,,,,,MediaAnt,
Mumbai,"Silver Cinema, Ambewadi",,636,1,Single Screen,,18.9586775,72.8254684,,,,,MediaAnt,
Mumbai,Sterling Cineplex: Fort,167.5416667,900,3,Multiplex,,18.93838,72.83307,900,90,3,165,BookMyShow,
Mumbai,Sun City: Vile Parle,180.2083333,615,2,Multiplex,,19.10541,72.84651,615,100,2,173.0769231,BookMyShow,
Mumbai,"Super Cinema, Bharat Nagar",,822,1,Single Screen,,18.9620626,72.8209921,,,,,MediaAnt,
Mumbai,Super Cinema: Grant Road,,822,1,Single Screen,,18.962068,72.821162,,,,,Internet Research,
